Year,month,Anomoly_Celcius,Date,Month_Number,color_scale
1880,Jan,-0.19,1880-01-01,1,0
1880,Feb,-0.25,1880-02-01,2,0
1880,Mar,-0.09,1880-03-01,3,0
1880,Apr,-0.16,1880-04-01,4,0
1880,May,-0.1,1880-05-01,5,0
1880,Jun,-0.21,1880-06-01,6,0
1880,Jul,-0.18,1880-07-01,7,0
1880,Aug,-0.1,1880-08-01,8,0
1880,Sep,-0.14,1880-09-01,9,0
1880,Oct,-0.23,1880-10-01,10,0
1880,Nov,-0.21,1880-11-01,11,0
1880,Dec,-0.18,1880-12-01,12,0
1881,Jan,-0.2,1881-01-01,1,1
1881,Feb,-0.14,1881-02-01,2,1
1881,Mar,0.03,1881-03-01,3,1
1881,Apr,0.05,1881-04-01,4,1
1881,May,0.06,1881-05-01,5,1
1881,Jun,-0.19,1881-06-01,6,1
1881,Jul,0.0,1881-07-01,7,1
1881,Aug,-0.04,1881-08-01,8,1
1881,Sep,-0.16,1881-09-01,9,1
1881,Oct,-0.22,1881-10-01,10,1
1881,Nov,-0.19,1881-11-01,11,1
1881,Dec,-0.07,1881-12-01,12,1
1882,Jan,0.16,1882-01-01,1,2
1882,Feb,0.14,1882-02-01,2,2
1882,Mar,0.04,1882-03-01,3,2
1882,Apr,-0.17,1882-04-01,4,2
1882,May,-0.15,1882-05-01,5,2
1882,Jun,-0.23,1882-06-01,6,2
1882,Jul,-0.16,1882-07-01,7,2
1882,Aug,-0.07,1882-08-01,8,2
1882,Sep,-0.14,1882-09-01,9,2
1882,Oct,-0.24,1882-10-01,10,2
1882,Nov,-0.17,1882-11-01,11,2
1882,Dec,-0.36,1882-12-01,12,2
1883,Jan,-0.29,1883-01-01,1,3
1883,Feb,-0.36,1883-02-01,2,3
1883,Mar,-0.13,1883-03-01,3,3
1883,Apr,-0.18,1883-04-01,4,3
1883,May,-0.18,1883-05-01,5,3
1883,Jun,-0.07,1883-06-01,6,3
1883,Jul,-0.08,1883-07-01,7,3
1883,Aug,-0.15,1883-08-01,8,3
1883,Sep,-0.22,1883-09-01,9,3
1883,Oct,-0.12,1883-10-01,10,3
1883,Nov,-0.24,1883-11-01,11,3
1883,Dec,-0.12,1883-12-01,12,3
1884,Jan,-0.13,1884-01-01,1,4
1884,Feb,-0.09,1884-02-01,2,4
1884,Mar,-0.37,1884-03-01,3,4
1884,Apr,-0.4,1884-04-01,4,4
1884,May,-0.34,1884-05-01,5,4
1884,Jun,-0.35,1884-06-01,6,4
1884,Jul,-0.31,1884-07-01,7,4
1884,Aug,-0.29,1884-08-01,8,4
1884,Sep,-0.27,1884-09-01,9,4
1884,Oct,-0.25,1884-10-01,10,4
1884,Nov,-0.34,1884-11-01,11,4
1884,Dec,-0.31,1884-12-01,12,4
1885,Jan,-0.58,1885-01-01,1,5
1885,Feb,-0.34,1885-02-01,2,5
1885,Mar,-0.27,1885-03-01,3,5
1885,Apr,-0.42,1885-04-01,4,5
1885,May,-0.45,1885-05-01,5,5
1885,Jun,-0.44,1885-06-01,6,5
1885,Jul,-0.34,1885-07-01,7,5
1885,Aug,-0.32,1885-08-01,8,5
1885,Sep,-0.28,1885-09-01,9,5
1885,Oct,-0.24,1885-10-01,10,5
1885,Nov,-0.25,1885-11-01,11,5
1885,Dec,-0.11,1885-12-01,12,5
1886,Jan,-0.44,1886-01-01,1,6
1886,Feb,-0.51,1886-02-01,2,6
1886,Mar,-0.43,1886-03-01,3,6
1886,Apr,-0.28,1886-04-01,4,6
1886,May,-0.25,1886-05-01,5,6
1886,Jun,-0.35,1886-06-01,6,6
1886,Jul,-0.18,1886-07-01,7,6
1886,Aug,-0.31,1886-08-01,8,6
1886,Sep,-0.24,1886-09-01,9,6
1886,Oct,-0.28,1886-10-01,10,6
1886,Nov,-0.28,1886-11-01,11,6
1886,Dec,-0.26,1886-12-01,12,6
1887,Jan,-0.72,1887-01-01,1,7
1887,Feb,-0.57,1887-02-01,2,7
1887,Mar,-0.36,1887-03-01,3,7
1887,Apr,-0.35,1887-04-01,4,7
1887,May,-0.31,1887-05-01,5,7
1887,Jun,-0.25,1887-06-01,6,7
1887,Jul,-0.26,1887-07-01,7,7
1887,Aug,-0.36,1887-08-01,8,7
1887,Sep,-0.26,1887-09-01,9,7
1887,Oct,-0.36,1887-10-01,10,7
1887,Nov,-0.27,1887-11-01,11,7
1887,Dec,-0.33,1887-12-01,12,7
1888,Jan,-0.34,1888-01-01,1,8
1888,Feb,-0.36,1888-02-01,2,8
1888,Mar,-0.41,1888-03-01,3,8
1888,Apr,-0.2,1888-04-01,4,8
1888,May,-0.22,1888-05-01,5,8
1888,Jun,-0.17,1888-06-01,6,8
1888,Jul,-0.1,1888-07-01,7,8
1888,Aug,-0.16,1888-08-01,8,8
1888,Sep,-0.12,1888-09-01,9,8
1888,Oct,0.01,1888-10-01,10,8
1888,Nov,0.03,1888-11-01,11,8
1888,Dec,-0.04,1888-12-01,12,8
1889,Jan,-0.09,1889-01-01,1,9
1889,Feb,0.16,1889-02-01,2,9
1889,Mar,0.06,1889-03-01,3,9
1889,Apr,0.09,1889-04-01,4,9
1889,May,-0.01,1889-05-01,5,9
1889,Jun,-0.1,1889-06-01,6,9
1889,Jul,-0.08,1889-07-01,7,9
1889,Aug,-0.21,1889-08-01,8,9
1889,Sep,-0.24,1889-09-01,9,9
1889,Oct,-0.26,1889-10-01,10,9
1889,Nov,-0.34,1889-11-01,11,9
1889,Dec,-0.29,1889-12-01,12,9
1890,Jan,-0.42,1890-01-01,1,10
1890,Feb,-0.45,1890-02-01,2,10
1890,Mar,-0.4,1890-03-01,3,10
1890,Apr,-0.3,1890-04-01,4,10
1890,May,-0.4,1890-05-01,5,10
1890,Jun,-0.25,1890-06-01,6,10
1890,Jul,-0.28,1890-07-01,7,10
1890,Aug,-0.4,1890-08-01,8,10
1890,Sep,-0.37,1890-09-01,9,10
1890,Oct,-0.25,1890-10-01,10,10
1890,Nov,-0.44,1890-11-01,11,10
1890,Dec,-0.32,1890-12-01,12,10
1891,Jan,-0.34,1891-01-01,1,11
1891,Feb,-0.47,1891-02-01,2,11
1891,Mar,-0.18,1891-03-01,3,11
1891,Apr,-0.27,1891-04-01,4,11
1891,May,-0.17,1891-05-01,5,11
1891,Jun,-0.21,1891-06-01,6,11
1891,Jul,-0.18,1891-07-01,7,11
1891,Aug,-0.18,1891-08-01,8,11
1891,Sep,-0.16,1891-09-01,9,11
1891,Oct,-0.22,1891-10-01,10,11
1891,Nov,-0.32,1891-11-01,11,11
1891,Dec,-0.05,1891-12-01,12,11
1892,Jan,-0.3,1892-01-01,1,12
1892,Feb,-0.11,1892-02-01,2,12
1892,Mar,-0.4,1892-03-01,3,12
1892,Apr,-0.33,1892-04-01,4,12
1892,May,-0.24,1892-05-01,5,12
1892,Jun,-0.22,1892-06-01,6,12
1892,Jul,-0.32,1892-07-01,7,12
1892,Aug,-0.27,1892-08-01,8,12
1892,Sep,-0.17,1892-09-01,9,12
1892,Oct,-0.14,1892-10-01,10,12
1892,Nov,-0.42,1892-11-01,11,12
1892,Dec,-0.39,1892-12-01,12,12
1893,Jan,-0.8,1893-01-01,1,13
1893,Feb,-0.56,1893-02-01,2,13
1893,Mar,-0.22,1893-03-01,3,13
1893,Apr,-0.27,1893-04-01,4,13
1893,May,-0.34,1893-05-01,5,13
1893,Jun,-0.25,1893-06-01,6,13
1893,Jul,-0.14,1893-07-01,7,13
1893,Aug,-0.25,1893-08-01,8,13
1893,Sep,-0.22,1893-09-01,9,13
1893,Oct,-0.18,1893-10-01,10,13
1893,Nov,-0.18,1893-11-01,11,13
1893,Dec,-0.31,1893-12-01,12,13
1894,Jan,-0.52,1894-01-01,1,14
1894,Feb,-0.29,1894-02-01,2,14
1894,Mar,-0.23,1894-03-01,3,14
1894,Apr,-0.44,1894-04-01,4,14
1894,May,-0.31,1894-05-01,5,14
1894,Jun,-0.4,1894-06-01,6,14
1894,Jul,-0.24,1894-07-01,7,14
1894,Aug,-0.24,1894-08-01,8,14
1894,Sep,-0.28,1894-09-01,9,14
1894,Oct,-0.22,1894-10-01,10,14
1894,Nov,-0.25,1894-11-01,11,14
1894,Dec,-0.2,1894-12-01,12,14
1895,Jan,-0.4,1895-01-01,1,15
1895,Feb,-0.42,1895-02-01,2,15
1895,Mar,-0.32,1895-03-01,3,15
1895,Apr,-0.22,1895-04-01,4,15
1895,May,-0.27,1895-05-01,5,15
1895,Jun,-0.21,1895-06-01,6,15
1895,Jul,-0.16,1895-07-01,7,15
1895,Aug,-0.17,1895-08-01,8,15
1895,Sep,-0.12,1895-09-01,9,15
1895,Oct,-0.1,1895-10-01,10,15
1895,Nov,-0.16,1895-11-01,11,15
1895,Dec,-0.13,1895-12-01,12,15
1896,Jan,-0.22,1896-01-01,1,16
1896,Feb,-0.12,1896-02-01,2,16
1896,Mar,-0.26,1896-03-01,3,16
1896,Apr,-0.3,1896-04-01,4,16
1896,May,-0.16,1896-05-01,5,16
1896,Jun,-0.11,1896-06-01,6,16
1896,Jul,-0.02,1896-07-01,7,16
1896,Aug,-0.05,1896-08-01,8,16
1896,Sep,-0.07,1896-09-01,9,16
1896,Oct,0.06,1896-10-01,10,16
1896,Nov,-0.04,1896-11-01,11,16
1896,Dec,-0.04,1896-12-01,12,16
1897,Jan,-0.15,1897-01-01,1,17
1897,Feb,-0.16,1897-02-01,2,17
1897,Mar,-0.13,1897-03-01,3,17
1897,Apr,-0.02,1897-04-01,4,17
1897,May,-0.01,1897-05-01,5,17
1897,Jun,-0.11,1897-06-01,6,17
1897,Jul,-0.02,1897-07-01,7,17
1897,Aug,-0.09,1897-08-01,8,17
1897,Sep,-0.08,1897-09-01,9,17
1897,Oct,-0.13,1897-10-01,10,17
1897,Nov,-0.17,1897-11-01,11,17
1897,Dec,-0.2,1897-12-01,12,17
1898,Jan,-0.02,1898-01-01,1,18
1898,Feb,-0.3,1898-02-01,2,18
1898,Mar,-0.51,1898-03-01,3,18
1898,Apr,-0.31,1898-04-01,4,18
1898,May,-0.3,1898-05-01,5,18
1898,Jun,-0.19,1898-06-01,6,18
1898,Jul,-0.22,1898-07-01,7,18
1898,Aug,-0.27,1898-08-01,8,18
1898,Sep,-0.21,1898-09-01,9,18
1898,Oct,-0.34,1898-10-01,10,18
1898,Nov,-0.38,1898-11-01,11,18
1898,Dec,-0.23,1898-12-01,12,18
1899,Jan,-0.16,1899-01-01,1,19
1899,Feb,-0.38,1899-02-01,2,19
1899,Mar,-0.35,1899-03-01,3,19
1899,Apr,-0.2,1899-04-01,4,19
1899,May,-0.22,1899-05-01,5,19
1899,Jun,-0.31,1899-06-01,6,19
1899,Jul,-0.16,1899-07-01,7,19
1899,Aug,-0.09,1899-08-01,8,19
1899,Sep,-0.05,1899-09-01,9,19
1899,Oct,-0.04,1899-10-01,10,19
1899,Nov,0.13,1899-11-01,11,19
1899,Dec,-0.26,1899-12-01,12,19
1900,Jan,-0.36,1900-01-01,1,20
1900,Feb,-0.05,1900-02-01,2,20
1900,Mar,0.01,1900-03-01,3,20
1900,Apr,-0.08,1900-04-01,4,20
1900,May,-0.09,1900-05-01,5,20
1900,Jun,-0.1,1900-06-01,6,20
1900,Jul,-0.13,1900-07-01,7,20
1900,Aug,-0.09,1900-08-01,8,20
1900,Sep,-0.05,1900-09-01,9,20
1900,Oct,0.1,1900-10-01,10,20
1900,Nov,-0.06,1900-11-01,11,20
1900,Dec,-0.07,1900-12-01,12,20
1901,Jan,-0.21,1901-01-01,1,21
1901,Feb,-0.11,1901-02-01,2,21
1901,Mar,0.06,1901-03-01,3,21
1901,Apr,-0.02,1901-04-01,4,21
1901,May,-0.15,1901-05-01,5,21
1901,Jun,-0.11,1901-06-01,6,21
1901,Jul,-0.14,1901-07-01,7,21
1901,Aug,-0.2,1901-08-01,8,21
1901,Sep,-0.22,1901-09-01,9,21
1901,Oct,-0.28,1901-10-01,10,21
1901,Nov,-0.16,1901-11-01,11,21
1901,Dec,-0.26,1901-12-01,12,21
1902,Jan,-0.15,1902-01-01,1,22
1902,Feb,-0.08,1902-02-01,2,22
1902,Mar,-0.26,1902-03-01,3,22
1902,Apr,-0.27,1902-04-01,4,22
1902,May,-0.32,1902-05-01,5,22
1902,Jun,-0.31,1902-06-01,6,22
1902,Jul,-0.27,1902-07-01,7,22
1902,Aug,-0.3,1902-08-01,8,22
1902,Sep,-0.28,1902-09-01,9,22
1902,Oct,-0.29,1902-10-01,10,22
1902,Nov,-0.36,1902-11-01,11,22
1902,Dec,-0.42,1902-12-01,12,22
1903,Jan,-0.23,1903-01-01,1,23
1903,Feb,-0.05,1903-02-01,2,23
1903,Mar,-0.23,1903-03-01,3,23
1903,Apr,-0.4,1903-04-01,4,23
1903,May,-0.39,1903-05-01,5,23
1903,Jun,-0.42,1903-06-01,6,23
1903,Jul,-0.34,1903-07-01,7,23
1903,Aug,-0.45,1903-08-01,8,23
1903,Sep,-0.49,1903-09-01,9,23
1903,Oct,-0.46,1903-10-01,10,23
1903,Nov,-0.41,1903-11-01,11,23
1903,Dec,-0.5,1903-12-01,12,23
1904,Jan,-0.62,1904-01-01,1,24
1904,Feb,-0.58,1904-02-01,2,24
1904,Mar,-0.5,1904-03-01,3,24
1904,Apr,-0.5,1904-04-01,4,24
1904,May,-0.51,1904-05-01,5,24
1904,Jun,-0.48,1904-06-01,6,24
1904,Jul,-0.5,1904-07-01,7,24
1904,Aug,-0.49,1904-08-01,8,24
1904,Sep,-0.55,1904-09-01,9,24
1904,Oct,-0.38,1904-10-01,10,24
1904,Nov,-0.17,1904-11-01,11,24
1904,Dec,-0.33,1904-12-01,12,24
1905,Jan,-0.34,1905-01-01,1,25
1905,Feb,-0.58,1905-02-01,2,25
1905,Mar,-0.21,1905-03-01,3,25
1905,Apr,-0.33,1905-04-01,4,25
1905,May,-0.29,1905-05-01,5,25
1905,Jun,-0.28,1905-06-01,6,25
1905,Jul,-0.26,1905-07-01,7,25
1905,Aug,-0.2,1905-08-01,8,25
1905,Sep,-0.18,1905-09-01,9,25
1905,Oct,-0.24,1905-10-01,10,25
1905,Nov,-0.06,1905-11-01,11,25
1905,Dec,-0.12,1905-12-01,12,25
1906,Jan,-0.28,1906-01-01,1,26
1906,Feb,-0.29,1906-02-01,2,26
1906,Mar,-0.18,1906-03-01,3,26
1906,Apr,-0.04,1906-04-01,4,26
1906,May,-0.26,1906-05-01,5,26
1906,Jun,-0.19,1906-06-01,6,26
1906,Jul,-0.22,1906-07-01,7,26
1906,Aug,-0.19,1906-08-01,8,26
1906,Sep,-0.28,1906-09-01,9,26
1906,Oct,-0.19,1906-10-01,10,26
1906,Nov,-0.37,1906-11-01,11,26
1906,Dec,-0.14,1906-12-01,12,26
1907,Jan,-0.42,1907-01-01,1,27
1907,Feb,-0.5,1907-02-01,2,27
1907,Mar,-0.27,1907-03-01,3,27
1907,Apr,-0.36,1907-04-01,4,27
1907,May,-0.46,1907-05-01,5,27
1907,Jun,-0.41,1907-06-01,6,27
1907,Jul,-0.34,1907-07-01,7,27
1907,Aug,-0.34,1907-08-01,8,27
1907,Sep,-0.34,1907-09-01,9,27
1907,Oct,-0.22,1907-10-01,10,27
1907,Nov,-0.45,1907-11-01,11,27
1907,Dec,-0.46,1907-12-01,12,27
1908,Jan,-0.44,1908-01-01,1,28
1908,Feb,-0.32,1908-02-01,2,28
1908,Mar,-0.55,1908-03-01,3,28
1908,Apr,-0.43,1908-04-01,4,28
1908,May,-0.37,1908-05-01,5,28
1908,Jun,-0.38,1908-06-01,6,28
1908,Jul,-0.35,1908-07-01,7,28
1908,Aug,-0.46,1908-08-01,8,28
1908,Sep,-0.35,1908-09-01,9,28
1908,Oct,-0.44,1908-10-01,10,28
1908,Nov,-0.52,1908-11-01,11,28
1908,Dec,-0.49,1908-12-01,12,28
1909,Jan,-0.72,1909-01-01,1,29
1909,Feb,-0.45,1909-02-01,2,29
1909,Mar,-0.54,1909-03-01,3,29
1909,Apr,-0.58,1909-04-01,4,29
1909,May,-0.54,1909-05-01,5,29
1909,Jun,-0.52,1909-06-01,6,29
1909,Jul,-0.45,1909-07-01,7,29
1909,Aug,-0.33,1909-08-01,8,29
1909,Sep,-0.38,1909-09-01,9,29
1909,Oct,-0.39,1909-10-01,10,29
1909,Nov,-0.31,1909-11-01,11,29
1909,Dec,-0.56,1909-12-01,12,29
1910,Jan,-0.42,1910-01-01,1,30
1910,Feb,-0.4,1910-02-01,2,30
1910,Mar,-0.5,1910-03-01,3,30
1910,Apr,-0.42,1910-04-01,4,30
1910,May,-0.34,1910-05-01,5,30
1910,Jun,-0.38,1910-06-01,6,30
1910,Jul,-0.34,1910-07-01,7,30
1910,Aug,-0.37,1910-08-01,8,30
1910,Sep,-0.38,1910-09-01,9,30
1910,Oct,-0.41,1910-10-01,10,30
1910,Nov,-0.57,1910-11-01,11,30
1910,Dec,-0.67,1910-12-01,12,30
1911,Jan,-0.62,1911-01-01,1,31
1911,Feb,-0.57,1911-02-01,2,31
1911,Mar,-0.6,1911-03-01,3,31
1911,Apr,-0.53,1911-04-01,4,31
1911,May,-0.51,1911-05-01,5,31
1911,Jun,-0.5,1911-06-01,6,31
1911,Jul,-0.42,1911-07-01,7,31
1911,Aug,-0.44,1911-08-01,8,31
1911,Sep,-0.4,1911-09-01,9,31
1911,Oct,-0.26,1911-10-01,10,31
1911,Nov,-0.21,1911-11-01,11,31
1911,Dec,-0.21,1911-12-01,12,31
1912,Jan,-0.26,1912-01-01,1,32
1912,Feb,-0.15,1912-02-01,2,32
1912,Mar,-0.39,1912-03-01,3,32
1912,Apr,-0.18,1912-04-01,4,32
1912,May,-0.21,1912-05-01,5,32
1912,Jun,-0.24,1912-06-01,6,32
1912,Jul,-0.42,1912-07-01,7,32
1912,Aug,-0.54,1912-08-01,8,32
1912,Sep,-0.57,1912-09-01,9,32
1912,Oct,-0.57,1912-10-01,10,32
1912,Nov,-0.39,1912-11-01,11,32
1912,Dec,-0.43,1912-12-01,12,32
1913,Jan,-0.4,1913-01-01,1,33
1913,Feb,-0.44,1913-02-01,2,33
1913,Mar,-0.42,1913-03-01,3,33
1913,Apr,-0.39,1913-04-01,4,33
1913,May,-0.43,1913-05-01,5,33
1913,Jun,-0.45,1913-06-01,6,33
1913,Jul,-0.36,1913-07-01,7,33
1913,Aug,-0.33,1913-08-01,8,33
1913,Sep,-0.34,1913-09-01,9,33
1913,Oct,-0.32,1913-10-01,10,33
1913,Nov,-0.19,1913-11-01,11,33
1913,Dec,-0.02,1913-12-01,12,33
1914,Jan,0.05,1914-01-01,1,34
1914,Feb,-0.09,1914-02-01,2,34
1914,Mar,-0.23,1914-03-01,3,34
1914,Apr,-0.29,1914-04-01,4,34
1914,May,-0.21,1914-05-01,5,34
1914,Jun,-0.25,1914-06-01,6,34
1914,Jul,-0.23,1914-07-01,7,34
1914,Aug,-0.15,1914-08-01,8,34
1914,Sep,-0.16,1914-09-01,9,34
1914,Oct,-0.03,1914-10-01,10,34
1914,Nov,-0.15,1914-11-01,11,34
1914,Dec,-0.04,1914-12-01,12,34
1915,Jan,-0.2,1915-01-01,1,35
1915,Feb,-0.03,1915-02-01,2,35
1915,Mar,-0.09,1915-03-01,3,35
1915,Apr,0.07,1915-04-01,4,35
1915,May,-0.06,1915-05-01,5,35
1915,Jun,-0.21,1915-06-01,6,35
1915,Jul,-0.12,1915-07-01,7,35
1915,Aug,-0.22,1915-08-01,8,35
1915,Sep,-0.2,1915-09-01,9,35
1915,Oct,-0.24,1915-10-01,10,35
1915,Nov,-0.13,1915-11-01,11,35
1915,Dec,-0.2,1915-12-01,12,35
1916,Jan,-0.12,1916-01-01,1,36
1916,Feb,-0.14,1916-02-01,2,36
1916,Mar,-0.28,1916-03-01,3,36
1916,Apr,-0.3,1916-04-01,4,36
1916,May,-0.35,1916-05-01,5,36
1916,Jun,-0.49,1916-06-01,6,36
1916,Jul,-0.37,1916-07-01,7,36
1916,Aug,-0.28,1916-08-01,8,36
1916,Sep,-0.35,1916-09-01,9,36
1916,Oct,-0.33,1916-10-01,10,36
1916,Nov,-0.46,1916-11-01,11,36
1916,Dec,-0.8,1916-12-01,12,36
1917,Jan,-0.56,1917-01-01,1,37
1917,Feb,-0.62,1917-02-01,2,37
1917,Mar,-0.63,1917-03-01,3,37
1917,Apr,-0.54,1917-04-01,4,37
1917,May,-0.55,1917-05-01,5,37
1917,Jun,-0.43,1917-06-01,6,37
1917,Jul,-0.25,1917-07-01,7,37
1917,Aug,-0.22,1917-08-01,8,37
1917,Sep,-0.22,1917-09-01,9,37
1917,Oct,-0.44,1917-10-01,10,37
1917,Nov,-0.33,1917-11-01,11,37
1917,Dec,-0.67,1917-12-01,12,37
1918,Jan,-0.47,1918-01-01,1,38
1918,Feb,-0.34,1918-02-01,2,38
1918,Mar,-0.24,1918-03-01,3,38
1918,Apr,-0.43,1918-04-01,4,38
1918,May,-0.42,1918-05-01,5,38
1918,Jun,-0.36,1918-06-01,6,38
1918,Jul,-0.31,1918-07-01,7,38
1918,Aug,-0.31,1918-08-01,8,38
1918,Sep,-0.17,1918-09-01,9,38
1918,Oct,-0.06,1918-10-01,10,38
1918,Nov,-0.11,1918-11-01,11,38
1918,Dec,-0.29,1918-12-01,12,38
1919,Jan,-0.2,1919-01-01,1,39
1919,Feb,-0.22,1919-02-01,2,39
1919,Mar,-0.2,1919-03-01,3,39
1919,Apr,-0.12,1919-04-01,4,39
1919,May,-0.28,1919-05-01,5,39
1919,Jun,-0.36,1919-06-01,6,39
1919,Jul,-0.29,1919-07-01,7,39
1919,Aug,-0.33,1919-08-01,8,39
1919,Sep,-0.25,1919-09-01,9,39
1919,Oct,-0.2,1919-10-01,10,39
1919,Nov,-0.41,1919-11-01,11,39
1919,Dec,-0.42,1919-12-01,12,39
1920,Jan,-0.24,1920-01-01,1,40
1920,Feb,-0.26,1920-02-01,2,40
1920,Mar,-0.12,1920-03-01,3,40
1920,Apr,-0.24,1920-04-01,4,40
1920,May,-0.27,1920-05-01,5,40
1920,Jun,-0.35,1920-06-01,6,40
1920,Jul,-0.3,1920-07-01,7,40
1920,Aug,-0.26,1920-08-01,8,40
1920,Sep,-0.21,1920-09-01,9,40
1920,Oct,-0.26,1920-10-01,10,40
1920,Nov,-0.26,1920-11-01,11,40
1920,Dec,-0.46,1920-12-01,12,40
1921,Jan,-0.04,1921-01-01,1,41
1921,Feb,-0.17,1921-02-01,2,41
1921,Mar,-0.22,1921-03-01,3,41
1921,Apr,-0.29,1921-04-01,4,41
1921,May,-0.29,1921-05-01,5,41
1921,Jun,-0.26,1921-06-01,6,41
1921,Jul,-0.14,1921-07-01,7,41
1921,Aug,-0.26,1921-08-01,8,41
1921,Sep,-0.18,1921-09-01,9,41
1921,Oct,-0.02,1921-10-01,10,41
1921,Nov,-0.14,1921-11-01,11,41
1921,Dec,-0.17,1921-12-01,12,41
1922,Jan,-0.33,1922-01-01,1,42
1922,Feb,-0.44,1922-02-01,2,42
1922,Mar,-0.14,1922-03-01,3,42
1922,Apr,-0.23,1922-04-01,4,42
1922,May,-0.32,1922-05-01,5,42
1922,Jun,-0.3,1922-06-01,6,42
1922,Jul,-0.27,1922-07-01,7,42
1922,Aug,-0.32,1922-08-01,8,42
1922,Sep,-0.34,1922-09-01,9,42
1922,Oct,-0.31,1922-10-01,10,42
1922,Nov,-0.14,1922-11-01,11,42
1922,Dec,-0.19,1922-12-01,12,42
1923,Jan,-0.26,1923-01-01,1,43
1923,Feb,-0.39,1923-02-01,2,43
1923,Mar,-0.33,1923-03-01,3,43
1923,Apr,-0.4,1923-04-01,4,43
1923,May,-0.33,1923-05-01,5,43
1923,Jun,-0.29,1923-06-01,6,43
1923,Jul,-0.31,1923-07-01,7,43
1923,Aug,-0.33,1923-08-01,8,43
1923,Sep,-0.3,1923-09-01,9,43
1923,Oct,-0.13,1923-10-01,10,43
1923,Nov,-0.02,1923-11-01,11,43
1923,Dec,-0.03,1923-12-01,12,43
1924,Jan,-0.22,1924-01-01,1,44
1924,Feb,-0.23,1924-02-01,2,44
1924,Mar,-0.08,1924-03-01,3,44
1924,Apr,-0.3,1924-04-01,4,44
1924,May,-0.18,1924-05-01,5,44
1924,Jun,-0.26,1924-06-01,6,44
1924,Jul,-0.29,1924-07-01,7,44
1924,Aug,-0.36,1924-08-01,8,44
1924,Sep,-0.32,1924-09-01,9,44
1924,Oct,-0.35,1924-10-01,10,44
1924,Nov,-0.2,1924-11-01,11,44
1924,Dec,-0.43,1924-12-01,12,44
1925,Jan,-0.37,1925-01-01,1,45
1925,Feb,-0.38,1925-02-01,2,45
1925,Mar,-0.27,1925-03-01,3,45
1925,Apr,-0.25,1925-04-01,4,45
1925,May,-0.29,1925-05-01,5,45
1925,Jun,-0.32,1925-06-01,6,45
1925,Jul,-0.27,1925-07-01,7,45
1925,Aug,-0.2,1925-08-01,8,45
1925,Sep,-0.19,1925-09-01,9,45
1925,Oct,-0.17,1925-10-01,10,45
1925,Nov,0.06,1925-11-01,11,45
1925,Dec,0.07,1925-12-01,12,45
1926,Jan,0.21,1926-01-01,1,46
1926,Feb,0.03,1926-02-01,2,46
1926,Mar,0.12,1926-03-01,3,46
1926,Apr,-0.12,1926-04-01,4,46
1926,May,-0.23,1926-05-01,5,46
1926,Jun,-0.26,1926-06-01,6,46
1926,Jul,-0.27,1926-07-01,7,46
1926,Aug,-0.13,1926-08-01,8,46
1926,Sep,-0.14,1926-09-01,9,46
1926,Oct,-0.11,1926-10-01,10,46
1926,Nov,-0.06,1926-11-01,11,46
1926,Dec,-0.29,1926-12-01,12,46
1927,Jan,-0.26,1927-01-01,1,47
1927,Feb,-0.17,1927-02-01,2,47
1927,Mar,-0.38,1927-03-01,3,47
1927,Apr,-0.3,1927-04-01,4,47
1927,May,-0.25,1927-05-01,5,47
1927,Jun,-0.27,1927-06-01,6,47
1927,Jul,-0.19,1927-07-01,7,47
1927,Aug,-0.24,1927-08-01,8,47
1927,Sep,-0.12,1927-09-01,9,47
1927,Oct,0.0,1927-10-01,10,47
1927,Nov,-0.05,1927-11-01,11,47
1927,Dec,-0.33,1927-12-01,12,47
1928,Jan,-0.02,1928-01-01,1,48
1928,Feb,-0.09,1928-02-01,2,48
1928,Mar,-0.25,1928-03-01,3,48
1928,Apr,-0.28,1928-04-01,4,48
1928,May,-0.3,1928-05-01,5,48
1928,Jun,-0.39,1928-06-01,6,48
1928,Jul,-0.19,1928-07-01,7,48
1928,Aug,-0.23,1928-08-01,8,48
1928,Sep,-0.21,1928-09-01,9,48
1928,Oct,-0.19,1928-10-01,10,48
1928,Nov,-0.1,1928-11-01,11,48
1928,Dec,-0.16,1928-12-01,12,48
1929,Jan,-0.45,1929-01-01,1,49
1929,Feb,-0.58,1929-02-01,2,49
1929,Mar,-0.32,1929-03-01,3,49
1929,Apr,-0.41,1929-04-01,4,49
1929,May,-0.38,1929-05-01,5,49
1929,Jun,-0.43,1929-06-01,6,49
1929,Jul,-0.36,1929-07-01,7,49
1929,Aug,-0.33,1929-08-01,8,49
1929,Sep,-0.25,1929-09-01,9,49
1929,Oct,-0.14,1929-10-01,10,49
1929,Nov,-0.11,1929-11-01,11,49
1929,Dec,-0.54,1929-12-01,12,49
1930,Jan,-0.3,1930-01-01,1,50
1930,Feb,-0.26,1930-02-01,2,50
1930,Mar,-0.1,1930-03-01,3,50
1930,Apr,-0.24,1930-04-01,4,50
1930,May,-0.24,1930-05-01,5,50
1930,Jun,-0.22,1930-06-01,6,50
1930,Jul,-0.21,1930-07-01,7,50
1930,Aug,-0.15,1930-08-01,8,50
1930,Sep,-0.15,1930-09-01,9,50
1930,Oct,-0.12,1930-10-01,10,50
1930,Nov,0.18,1930-11-01,11,50
1930,Dec,-0.05,1930-12-01,12,50
